,review
92320,0.9984259
32702,0.14549452
95028,0.90775704
63839,0.71766645
60690,0.90553075
89947,0.67672676
128998,0.9722873
84832,0.9873174
17836,0.9935239
151908,0.9818646
130386,0.9590968
151725,0.70944285
4947,0.99750495
39384,0.95395386
3253,0.9929452
112969,0.9925644
16838,0.94093657
26353,0.98545873
9058,0.9683989
14930,0.8630999
50297,0.9856016
34633,0.9843714
154024,0.28260952
130654,0.9937541
93261,0.98439795
124070,0.9602031
43047,0.9440938
104623,0.90018666
12505,0.9728122
64506,0.952504
41082,0.9796836
141763,0.9402716
94174,0.9885712
114378,0.74666315
39149,0.5970473
130306,0.009764281
23508,0.45575744
4618,0.98233044
25020,0.98805547
138907,0.98788124
14664,0.14979883
129632,0.17142437
21488,0.97840375
81837,0.0022261867
154263,0.74723464
135208,0.91291773
103628,0.7316193
73592,0.69842273
123561,0.6641284
142774,0.07705368
36010,0.054119173
155805,0.26272658
95572,0.44994843
110981,0.77338004
139439,0.6022673
143575,0.9985758
108319,0.60024464
142598,0.4831178
42324,0.8823179
112551,0.9792385
98160,0.055443242
115959,0.79646456
100692,0.09316314
54566,0.9361752
90575,0.9447044
81227,0.97687787
148390,0.9940516
144259,0.7456701
4738,0.58689404
14673,0.9748226
85150,0.0863782
74205,0.033702172
127906,0.7465486
50243,0.93043023
125794,0.94277203
73195,0.93004245
145868,0.9955592
113424,0.89063287
156320,0.8809476
133998,0.95345694
40562,0.9758402
91441,0.019158538
70421,0.98547214
92116,0.5842523
95815,0.45948246
138336,0.9652553
160142,0.9449808
58546,0.94397753
119371,0.053563677
122824,0.68444693
55550,0.6425911
42206,0.9846993
108228,0.97375476
83345,0.20206842
110067,0.30899036
126155,0.80993134
130392,0.20016056
64147,0.6199519
70568,0.6084936
140549,0.9807187
55141,0.0013957993
70383,0.9983367
161222,0.99154705
102882,0.4417595
109124,0.7413814
37754,0.9475343
140791,0.06045141
118888,0.9874311
102233,0.9800102
12202,0.42210492
136316,0.92886555
103045,0.44865716
135382,0.9589435
119640,0.288378
134855,0.43337917
74784,0.68127626
67146,0.96104443
74435,0.29019552
150489,0.8872021
995,0.2697052
119749,0.97957075
55647,0.9467726
5430,0.9924402
28663,0.4971979
124912,0.7618012
30929,0.9530936
33796,0.44592583
104082,0.6485189
155857,0.9941585
58979,0.75745755
107534,0.9951807
91848,0.6462462
5401,0.50718445
51214,0.19050933
6157,0.95805395
59545,0.97340995
84924,0.9813291
35310,0.78056145
125510,0.9842119
87676,0.8779647
38020,0.7305431
37032,0.030708246
8290,0.07066707
142694,0.8666389
149583,0.5487369
76755,0.97237253
10232,0.95279276
65977,0.35186273
143948,0.8993777
102527,0.95258516
92562,0.8973737
132944,0.16639985
43715,0.2073344
94490,0.30963632
21342,0.92738587
2715,0.7998407
33420,0.94916123
143008,0.9727483
25469,0.8252636
48815,0.9975351
36896,0.33788675
50928,0.9446146
99798,0.9913797
87157,0.966003
70737,0.9483754
57249,0.39540923
133567,0.48280957
24928,0.54796803
132325,0.9491432
121327,0.44566998
122610,0.6079292
51827,0.39425528
93021,0.9820735
55692,0.20708658
117017,0.853119
111697,0.6731356
14874,0.98263866
78666,0.99537605
104803,0.8497703
55689,0.12801617
119684,0.99698263
78953,0.4036588
39429,0.22931191
6341,0.0056780055
71796,0.047762528
68487,0.9673745
100779,0.81242794
103987,0.05234513
43569,0.22359237
31492,0.42032737
144175,0.3485756
152321,0.82198834
7687,0.9977175
88359,0.96954757
48869,0.87770694
145487,0.97631377
126771,0.8166191
97438,0.9279291
132034,0.7640858
20159,0.6548611
115312,0.047717314
28404,0.30645916
47307,0.33567014
38047,0.5532156
29672,0.14972878
132783,0.9973987
140041,0.94525725
150724,0.7766757
157819,0.37513575
89804,0.7153341
30108,0.98961794
90501,0.8762209
157041,0.63610375
116733,0.089980066
35361,0.008764789
49458,0.32832775
114709,0.10973463
119422,0.8181516
86288,0.4029879
146402,0.9749718
92998,0.1822479
58020,0.25233066
68442,0.07009613
60390,0.957073
67113,0.51596314
6276,0.042377252
71561,0.98137665
57957,0.99011767
146,0.36783543
57955,0.39386645
144245,0.9451359
157898,0.5100673
21791,0.11935283
110681,0.42774504
6467,0.07947914
70528,0.5151407
77950,0.4672963
53701,0.7097765
140632,0.83188957
71605,0.98954797
159339,0.99385405
58456,0.6519098
64733,0.9798145
133469,0.6812856
10732,0.6601745
73537,0.014127786
34958,0.7221593
36089,0.06674006
88691,0.41056833
21839,0.9443681
51223,0.45039108
76983,0.5337159
49590,0.006637889
73477,0.75306857
50,0.6411729
114127,0.40221995
71483,0.8325317
47582,0.85457015
79843,0.99075186
157930,0.35967448
12390,0.97754365
79391,0.97359794
42257,0.36391637
115856,0.9048263
80326,0.83228666
54972,0.9559933
76441,0.98849016
141442,0.41773126
129667,0.37281963
87463,0.73477936
87856,0.52845865
24200,0.99683905
83012,0.05963281
82768,0.8436064
9279,0.59978926
95097,0.12835354
73190,0.53803957
137595,0.016993808
70565,0.9291095
9437,0.26200807
104590,0.8181535
65935,0.11886556
62560,0.71242714
160746,0.19367899
69702,0.92708194
134975,0.9940838
372,0.8990517
27608,0.88017637
143262,0.97656274
133432,0.9468931
91838,0.75923735
40492,0.6849009
65056,0.2973797
123495,0.98976916
79027,0.41759682
19460,0.92402273
53806,0.03725221
108047,0.078202836
52755,0.75756806
91487,0.9489868
31448,0.58911246
126402,0.2289782
105540,0.30880618
109474,0.69334507
1747,0.859952
149195,0.955092
138824,0.33461848
63000,0.3354314
53060,0.9743104
101458,0.84405273
2158,0.962605
34417,0.4604334
104157,0.40837622
149919,0.19686759
68091,0.9676659
77082,0.04024833
26895,0.9501742
64053,0.95739365
67283,0.15825553
78150,0.93557525
78032,0.6953653
97877,0.15550312
18576,0.2994158
60113,0.87603176
89461,0.74761975
68781,0.90833104
50062,0.9485438
3926,0.78590506
137931,0.9323873
158098,0.97321963
132987,0.4550398
21289,0.16848685
159982,0.92312247
123627,0.71047765
8402,0.56476575
108904,0.7592088
154178,0.9612046
12222,0.44149926
118279,0.69239444
153730,0.68324184
144479,0.62874496
36534,0.5650839
18826,0.98783046
2309,0.99326265
60967,0.941816
117612,0.121747926
77554,0.99386525
107638,0.39589185
105563,0.9950388
33022,0.27344108
158795,0.7510925
48131,0.91615665
43109,0.6069438
3658,0.5858074
124135,0.83132076
153709,0.5672057
76812,0.39796382
32592,0.902695
147397,0.99879825
36657,0.5859192
148482,0.3963004
126580,0.21948029
61006,0.43249744
107462,0.99667233
98556,0.8234979
77548,0.9885227
36743,0.48358047
72864,0.103597075
109882,0.9664401
89030,0.3446801
56900,0.7282397
52058,0.9366662
7596,0.62104106
144455,0.5332347
88745,0.9067712
24536,0.79526865
128855,0.9114017
159800,0.8180008
41270,0.013453432
92241,0.5804106
80986,0.9825632
78451,0.6313591
92797,0.88732344
63917,0.8921835
96786,0.8825635
28118,0.9052084
123882,0.03385699
86185,0.600402
75379,0.7977288
117505,0.6682078
130336,0.85026145
74420,0.631951
80166,0.87976605
80169,0.9217552
138597,0.7819845
45619,0.17725186
146761,0.60471624
22653,0.91794515
125742,0.153105
93689,0.8722223
64308,0.8058625
75370,0.9508762
88362,0.7090629
1929,0.9796046
114912,0.9820094
156229,0.9842441
66372,0.63852257
121063,0.56535363
58129,0.09503755
128258,0.68055433
116953,0.079750195
49972,0.030186245
92702,0.7876097
111533,0.72540444
146778,0.16370407
123225,0.6723452
138464,0.5353891
97474,0.8048251
3678,0.97329146
36704,0.23779641
96441,0.22836748
107264,0.06476238
112198,0.6176581
67253,0.029225186
47270,0.98042715
35690,0.73307854
130271,0.95251614
104612,0.3471149
102221,0.0021019473
38642,0.5091742
136552,0.29729512
103591,0.5413381
160020,0.73983586
95420,0.8206302
104338,0.08283509
76169,0.38478586
40099,0.7678802
127913,0.0710434
143059,0.14865144
106599,0.9513251
14695,0.7424908
148427,0.9769135
145472,0.8212795
28185,0.17571372
102296,0.022589771
76351,0.6024758
54273,0.69166124
154970,0.070805945
139229,0.7632841
80908,0.47067875
88160,0.7626907
93118,0.69965243
156673,0.38891932
101215,0.890093
45588,0.2074068
137970,0.09963958
139052,0.35068163
37741,0.3236812
25214,0.007462045
100609,0.29728353
146234,0.7385684
138450,0.012236479
97264,0.87880284
62556,0.91146886
124976,0.08014559
24344,0.013574391
88336,0.7152911
29099,0.37594387
143429,0.3412008
99366,0.87631625
146388,0.25444338
137624,0.055777982
32581,0.0010864302
129750,0.37572208
99258,0.057237793
31825,0.22082514
125221,0.6640177
110779,0.27492234
20474,0.5995911
150999,0.77950346
100913,0.86411643
24527,0.31417453
61449,0.29393306
14643,0.0136177875
147528,0.18018067
48405,0.4867666
133631,0.7245547
109828,0.05160607
48408,0.3570136
15294,0.45043758
17118,0.5008874
133833,0.76958025
55178,0.34080693
94846,0.035626296
113039,0.38778406
3260,0.89321214
26790,0.7415537
129156,0.4425743
138014,0.042635977
139407,0.4310114
68642,0.8400768
48392,0.14182107
119995,0.02305054
118563,0.035957545
975,0.10650663
34876,0.8148119
127388,0.36560452
14670,0.40335643
136829,0.89138764
108202,0.8328959
144484,0.1909045
73438,0.025297992
87335,0.23362136
54524,0.8806992
26223,0.67164254
126894,0.6371963
15348,0.018818686
101110,0.8421933
44439,0.21136752
64846,0.5702111
49941,0.7890709
54639,0.5173387
23345,0.10991768
19598,0.8988833
141322,0.923997
28406,0.98365855
21059,0.69565886
76866,0.9576914
122918,0.015508714
109679,0.22184354
1040,0.3756928
117171,0.04950698
11169,0.9300526
58379,0.87799495
92115,0.32707536
72721,0.52199936
20277,0.21696544
6442,0.040703304
44571,0.32714778
67092,0.98273957
26370,0.888851
90810,0.083001174
87774,0.3032205
77715,0.06150212
125096,0.2717258
46149,0.028565811
10627,0.97214913
93356,0.018950643
98608,0.6775398
40222,0.95648956
17526,0.9902097
77596,0.037062243
117284,0.011538843
5938,0.7585342
161014,0.3319366
136739,0.5793566
101661,0.82366675
129941,0.4428885
9949,0.024169557
33425,0.23060733
131416,0.11868545
125726,0.015363184
31885,0.17920005
47597,0.94576013
54758,0.7286323
39915,0.0075840037
155701,0.5865031
115076,0.90495443
147464,0.39981112
64748,0.9109045
126411,0.9930919
94064,0.94998753
150477,0.28681874
156986,0.5639338
52810,0.07428679
50093,0.064470105
18533,0.24715327
130843,0.06509578
46646,0.10293955
50196,0.28447482
78433,0.1895806
45487,0.18103696
99425,0.51844764
78288,0.6017531
50871,0.9716633
63109,0.3213358
23168,0.66982806
93365,0.9700939
71413,0.12048629
81226,0.9965288
56030,0.012913142
5978,0.02890095
127511,0.9644063
18251,0.38992408
148538,0.9544338
29735,0.5074455
118499,0.96205443
155662,0.24897626
149893,0.69769317
133922,0.63357186
7550,0.04328829
14362,0.017936671
86015,0.3108958
80726,0.88600636
98512,0.095877245
17740,0.93682826
36,0.14184766
9366,0.054263227
111129,0.963614
71003,0.50206125
161203,0.0906018
25163,0.15931942
47333,0.79892486
88386,0.8719201
12973,0.10140727
50906,0.71124566
103908,0.491267
99870,0.36888537
34152,0.7008367
140578,0.30344748
23805,0.43289873
47363,0.10123109
95610,0.46583343
28581,0.8350541
143960,0.026808834
41204,0.898018
105327,0.5554882
101657,0.94967514
22319,0.5845478
146783,0.002850983
41198,0.21817827
119298,0.1358731
34115,0.69215864
56095,0.03552895
10708,0.13877258
2103,0.07000928
102892,0.6345745
149811,0.6445881
28992,0.76259565
86510,0.44144577
61280,0.618665
145953,0.38968316
36858,0.6872778
42902,0.7092294
102739,0.66877115
160759,0.5469357
50782,0.013435731
5019,0.13076387
131424,0.87938255
79706,0.51936513
151067,0.1588929
54483,0.18404278
30328,0.5244435
7985,0.7109821
54592,0.4752872
128101,0.6099215
97619,0.95914835
113212,0.05518718
43766,0.70552796
159416,0.29604438
100688,0.75415874
103110,0.48635715
53800,0.95663387
143909,0.62303907
69229,0.6873313
155603,0.8916125
20752,0.9006799
81568,0.32375446
92066,0.6311527
101582,0.8079307
100316,0.025598822
39136,0.018636953
49877,0.77709585
75123,0.71525735
53136,0.50791764
16116,0.7728136
138098,0.09255982
146590,0.87009364
27757,0.8189118
30319,0.7082248
143159,0.93151927
5427,0.17190808
146353,0.018001454
3314,0.33545032
116992,0.9060144
105966,0.35425487
79163,0.42063028
65972,0.9093851
86944,0.006976628
150538,0.653278
117410,0.38598752
136056,0.87447137
19293,0.32522562
154148,0.873976
2436,0.57995254
17227,0.7954605
140376,0.09131422
112563,0.08328016
78210,0.9012403
67388,0.69775313
93329,0.9671692
76290,0.015676374
709,0.5188304
99728,0.6881772
58823,0.9873028
109326,0.21146546
132331,0.04123098
96918,0.021521788
129644,0.8562521
65131,0.56082326
131938,0.06905218
118854,0.12907444
128067,0.9160175
40536,0.004982648
134148,0.5641571
121532,0.19008225
159684,0.683323
141563,0.99350476
57710,0.9145663
27950,0.5292356
54873,0.47960177
97645,0.6188741
87873,0.25174686
54350,0.3136268
147646,0.032230966
3437,0.16756356
156196,0.41429672
2371,0.4560065
2524,0.11122758
90224,0.6478229
43536,0.07434383
61518,0.53576565
71828,0.03014891
108506,0.88200635
159665,0.22007221
85121,0.26866704
10879,0.28915387
43816,0.10213628
40826,0.013175998
25342,0.571014
131066,0.95805895
122199,0.60204077
151097,0.27686614
84278,0.6780066
149218,0.6503456
5609,0.9113919
13260,0.64839894
132978,0.49766982
29252,0.9180074
83528,0.40825367
29368,0.6857337
65242,0.6747508
42192,0.6649552
12443,0.511294
156958,0.9491033
154372,0.19564612
57768,0.0060131242
150319,0.63762426
100909,0.34113735
73903,0.18366106
56858,0.91821265
109968,0.983636
116390,0.44621575
149950,0.02063078
132992,0.094967164
153981,0.5783972
89589,0.005279175
143888,0.97460264
158608,0.9387898
12352,0.34089863
61471,0.021043526
71758,0.7865281
122472,0.1792202
151556,0.55966115
6789,0.38299248
126257,0.96385527
9055,0.06746731
97628,0.753299
151074,0.9694644
138774,0.6975828
12383,0.32833484
55544,0.07646019
58900,0.4510415
53169,0.9973784
157082,0.49348024
86211,0.57543284
30425,0.50475967
559,0.234375
142888,0.21663195
10380,0.5107122
157478,0.010909019
57667,0.75678825
42325,0.81012374
30792,0.2367136
29334,0.5293153
130153,0.8981703
159503,0.0428313
67156,0.3353895
60087,0.3130528
91300,0.33450463
45139,0.68158674
114531,0.6311619
454,0.4476385
9715,0.8335425
4397,0.09517263
102644,0.11224565
147098,0.6922638
40552,0.7696381
138496,0.8048053
143192,0.26045984
11078,0.8235968
100992,0.64871824
99598,0.99865407
24803,0.95889664
71201,0.8438633
110261,0.03338839
91622,0.074105605
137679,0.9955385
65928,0.6899194
142458,0.016261641
130944,0.9697059
73910,0.9652535
81510,0.016950442
117126,0.06685002
17782,0.9818599
93743,0.9155215
113921,0.95140165
101119,0.032675076
33410,0.05195768
30474,0.21922685
49587,0.15922648
143243,0.0040950864
116072,0.1497695
87159,0.008082322
75033,0.627337
89125,0.987148
2520,0.8371548
99073,0.99814576
88320,0.09717378
62884,0.6086759
204,0.47923276
109187,0.80273247
115749,0.9744967
94349,0.8050451
125771,0.6599504
154629,0.34595895
108628,0.98713416
100513,0.9547178
125631,0.64650726
20897,0.020872723
19781,0.504815
86505,0.9388643
113312,0.8508562
115440,0.14812672
81506,0.70846206
32769,0.96678334
57553,0.8295805
55639,0.34212387
46077,0.15269592
92870,0.1646667
20700,0.7828565
71184,0.87703925
30269,0.9387634
131947,0.99157876
53924,0.97400546
44958,0.47094023
132640,0.02699402
86167,0.5747158
9547,0.93188685
6142,0.022479553
71132,0.45459777
145231,0.036167294
70643,0.9626767
84162,0.99273276
126727,0.7028848
20240,0.024875296
24639,0.9224659
160269,0.99647266
5823,0.47572365
54774,0.7553804
144170,0.80093735
34596,0.09716765
54462,0.013111617
33394,0.22022825
154262,0.98091114
57042,0.9972821
3063,0.8324168
96932,0.99258274
134458,0.9966756
76913,0.014320356
118074,0.9785498
139247,0.9725265
10567,0.889089
143959,0.7043699
99010,0.42381006
134168,0.58328307
33470,0.63765705
72462,0.65391076
46976,0.95948434
46136,0.98523974
86363,0.3598972
125007,0.5253284
98929,0.5174383
45813,0.9832013
131617,0.8571935
53633,0.96692353
96654,0.86136675
91016,0.7993352
101730,0.1264971
81498,0.8432445
4091,0.56952184
73314,0.31548336
66111,0.5936937
4321,0.98484254
125700,0.81259495
160898,0.98086137
67248,0.98328686
160130,0.95669526
86538,0.9971003
32902,0.9546303
67271,0.8998564
105640,0.014527249
55686,0.48722598
20199,0.6789058
22680,0.76853406
93984,0.89802796
134201,0.60102236
154885,0.012997616
3419,0.68116593
20205,0.027162371
94058,0.9922217
156118,0.75918585
125357,0.950003
141358,0.9858433
31467,0.26532432
12322,0.9447873
72258,0.8629863
159213,0.9959131
66387,0.9563658
134153,0.4263386
148717,0.9826057
10948,0.34038472
85985,0.2044
144698,0.87808347
31251,0.9976018
158897,0.8797152
160963,0.19957958
116868,0.31339926
81213,0.9742072
72439,0.9945096
56585,0.29678518
140923,0.8278531
133213,0.9295415
65836,0.99432015
126471,0.6796271
144390,0.49116948
11284,0.91229373
110611,0.48931363
111264,0.86621934
154488,0.7285604
144695,0.7149887
76972,0.78459203
79994,0.8903612
57583,0.48779824
104984,0.98137295
45059,0.9918742
151288,0.7622235
67433,0.7405623
72447,0.9002768
139561,0.6702518
139283,0.8418911
76888,0.99408334
110552,0.9862631
143883,0.8236532
140235,0.9558584
158344,0.007894953
110607,0.5848617
132473,0.7195383
55234,0.6850889
116535,0.98623896
32916,0.40545318
76740,0.4290964
117256,0.55484056
126118,0.13448155
34066,0.9706585
112885,0.11186997
134210,0.6068652
23261,0.9804301
66638,0.1774634
73338,0.12862813
116556,0.8750625
71515,0.79379326
126777,0.73766667
3132,0.96976805
23275,0.8570206
145229,0.14961185
9970,0.9099503
66492,0.9792232
47620,0.9497323
30857,0.9435706
91059,0.25485882
46888,0.918828
67065,0.024358358
125188,0.92889553
144981,0.9884516
56783,0.595666
22009,0.13925958
12140,0.58939195
117101,0.0065009985
105423,0.26090577
155835,0.78297305
111725,0.9638729
20416,0.8444491
145360,0.49453464
66522,0.9815471
85936,0.98304623
94093,0.94328
145334,0.93661445
125200,0.01815318
21396,0.88438755
147674,0.99302495
143504,0.7381173
85801,0.71330255
102220,0.6703559
54081,0.40423024
116280,0.8446278
24449,0.012236254
20381,0.6595266
79941,0.9741301
11494,0.2991716
99033,0.9761341
132085,0.9976957
98673,0.076394565
49045,0.20866449
78194,0.17971353
30204,0.6433317
10450,0.8164376
95627,0.9932245
93180,0.056846358
155970,0.35290188
133589,0.93677354
126035,0.5361709
32529,0.8320873
81708,0.95463264
11093,0.1122355
33211,0.99671084
4911,0.5729122
89183,0.86077493
111917,0.99657655
131981,0.51702225
158281,0.24567796
127727,0.89651555
65583,0.92925507
21526,0.5609593
139934,0.53902024
91696,0.2199554
133628,0.8185078
4671,0.4523687
132826,0.63323575
78007,0.6825768
139659,0.96214885
88462,0.55305547
98953,0.89750016
24022,0.84394354
133722,0.72622734
30829,0.7354285
20478,0.3090684
34332,0.9935095
57773,0.037788782
78185,0.9853629
32564,0.9790048
70707,0.47595015
117995,0.085636534
126652,0.44167316
12445,0.02727578
34313,0.9804355
72663,0.98530716
3894,0.07776821
57786,0.9056667
91550,0.95473355
117592,0.39259878
112578,0.056658722
45321,0.769234
97160,0.8601209
156866,0.0216647
139678,0.9973655
22012,0.8313929
113241,0.97708154
44754,0.90461665
85692,0.98717827
79590,0.9187732
96772,0.89367014
102036,0.6529693
48981,0.6644359
76880,0.9398458
90879,0.26820636
118878,0.9914272
106335,0.7730251
70727,0.6934283
139937,0.68704474
57316,0.890853
86420,0.9417574
10470,0.7416078
48976,0.63924867
110799,0.14619787
153083,0.97909695
66887,0.27678126
112731,0.17956829
126826,0.9044151
10449,0.48332778
155034,0.839187
126188,0.86558306
86471,0.72830766
125831,0.65266454
83940,0.84882826
117302,0.7895691
45438,0.933652
45437,0.52185917
20811,0.99628735
151936,0.64422756
101295,0.9257717
33893,0.6169992
10049,0.84162766
143787,0.87104213
95639,0.33311123
144014,0.77506244
67208,0.9616975
81273,0.94498944
118495,0.53240216
133711,0.9297345
32480,0.53614575
71614,0.69576746
91542,0.27277783
21419,0.97604465
111868,0.16068687
56536,0.6990455
126169,0.014835662
153615,0.5181916
4082,0.6403435
30036,0.99211454
3513,0.004175117
30551,0.55179304
12054,0.053768463
6166,0.9949733
111755,0.00689407
111343,0.7933738
98117,0.20389687
92691,0.12640415
139491,0.94741344
67087,0.9689008
144603,0.26927093
21423,0.10164236
133480,0.1564662
21109,0.85202616
78020,0.44359037
88075,0.79624534
47116,0.8888023
117285,0.08804095
86388,0.629063
53837,0.9626797
24211,0.57846445
159059,0.9926223
30066,0.17437902
98745,0.5494959
105545,0.98810416
156933,0.97376394
34156,0.8749681
144441,0.9881275
34794,0.845401
160083,0.9860016
144090,0.048526894
149307,0.7116029
30088,0.8001935
32522,0.87814164
154861,0.59339464
102176,0.649177
57894,0.91721445
160695,0.5230935
133162,0.96041936
54496,0.7763156
76897,0.41198304
140379,0.005783185
11120,0.8208114
89271,0.7606285
46207,0.13001639
24443,0.41847527
147934,0.80464244
56419,0.9283844
10479,0.10909463
67203,0.97744405
32118,0.056639224
44877,0.9526827
30873,0.51273555
159046,0.76183695
133022,0.60501325
32510,0.8647804
10252,0.9089316
30070,0.66070837
84529,0.04480434
132727,0.67898136
96894,0.29855812
67494,0.94582546
101608,0.7762871
132294,0.9858889
24587,0.07079286
116833,0.7742163
89594,0.94897854
156080,0.7135309
145306,0.5682062
23788,0.9913316
110995,0.90290433
71735,0.9897874
45407,0.8726324
84676,0.9978739
12103,0.5403816
106197,0.972714
110722,0.7091556
126048,0.008935397
5974,0.9561627
10565,0.7979261
13145,0.8727115
41799,0.9009257
120818,0.97415614
109037,0.4420834
38041,0.93594944
88956,0.9654322
29448,0.1851318
7327,0.86576784
136289,0.06310321
146516,0.98360384
149602,0.9889216
109074,0.9199189
123263,0.82697505
136268,0.993033
17533,0.32298833
82536,0.9405444
14333,0.7535949
104231,0.05338001
37965,0.89943886
129263,0.8039637
37961,0.9444352
138927,0.870274
26430,0.8308185
6634,0.54986614
150936,0.97594976
130474,0.1375683
138138,0.6737929
41725,0.0320726
123161,0.61535746
41738,0.9255499
136379,0.73195946
83601,0.031460144
8551,0.12655014
100842,0.643408
157788,0.86454827
152671,0.05826444
90083,0.9230361
6643,0.97230226
107358,0.83523405
159870,0.9605833
129282,0.20403165
70173,0.39261732
89842,0.40217215
9246,0.4886116
124455,0.19483785
74898,0.2269308
36156,0.2341244
84985,0.08033359
37828,0.9662453
115829,0.9116836
106750,0.9346656
42042,0.91289663
17681,0.036474105
88596,0.93951005
74871,0.9759379
96325,0.098539606
119718,0.9295055
37786,0.57003814
124412,0.030846056
119727,0.74128956
141920,0.9603794
73988,0.963615
159540,0.20148984
42067,0.594454
120760,0.9760698
84998,0.5518113
119695,0.53104204
87632,0.3838788
136250,0.38869268
28469,0.96610427
128627,0.9274344
60563,0.48758107
158723,0.72135705
69611,0.56178886
130529,0.84775203
109117,0.32584956
28486,0.82429886
85374,0.04312327
36131,0.62421477
1413,0.59923184
41964,0.97797275
63429,0.034145568
8643,0.7710383
60517,0.73165286
80433,0.75884086
109101,0.2349759
2606,0.93838894
142743,0.009144792
97507,0.77467304
94838,0.70190823
92295,0.98102415
17039,0.57150334
87882,0.21749128
124599,0.7298034
136571,0.008044865
108800,0.16160797
75273,0.90533495
35823,0.92728686
28181,0.21408275
136567,0.39189935
52201,0.8756989
115131,0.10300713
43804,0.82550573
90118,0.9912276
14683,0.952857
49554,0.011443217
50749,0.91015506
41447,0.99306744
146638,0.4601783
108767,0.107582495
121074,0.26982132
121140,0.4418737
154232,0.13947168
156401,0.34817788
130337,0.58117586
69398,0.99238336
107540,0.49914512
16876,0.93411356
130341,0.913349
49530,0.32615328
28114,0.4437138
2741,0.7998512
38619,0.9324894
35790,0.90975577
75348,0.9890178
16928,0.04248395
69412,0.3945551
119481,0.6083047
156281,0.65494275
97554,0.92398393
108833,0.98792565
157533,0.2974401
142681,0.69066185
14575,0.08695972
130429,0.8761253
161044,0.82671857
97277,0.8335097
154092,0.68661904
97923,0.7812294
90098,0.034917504
52287,0.5148116
103531,0.069388755
7392,0.9106076
107409,0.88352543
60831,0.07724922
142046,0.8993292
19386,0.034070395
35986,0.82085043
152192,0.96820784
145751,0.9162119
50644,0.98236537
143245,0.7464899
29480,0.9813208
9265,0.8490663
43732,0.83290446
107438,0.8584544
136510,0.4279488
6611,0.98680836
94823,0.7269856
82592,0.95327216
77382,0.8142821
146619,0.6890075
106675,0.53579575
64471,0.98454493
79413,0.015491499
89086,0.988572
92565,0.44647425
142055,0.55126464
90644,0.98742014
119556,0.8549208
124543,0.5512546
58805,0.26373523
136471,0.49156287
108890,0.97698915
123429,0.60988706
137943,0.8386003
120602,0.013936936
159411,0.6933379
149539,0.38546693
63939,0.13827154
36985,0.3672349
50089,0.3565682
42781,0.97644234
8905,0.48718894
109879,0.6696675
36957,0.02938814
92460,0.6308662
128802,0.0016582806
128949,0.24249877
128803,0.9279399
25857,0.88489795
2049,0.24980353
106992,0.983263
100501,0.9971316
2083,0.7725076
90574,0.04823316
13417,0.9686956
18630,0.90732753
28925,0.91442883
43239,0.68841815
128758,0.98925644
120265,0.53086555
7026,0.99470913
59801,0.10816117
52758,0.018305046
104357,0.52709275
91917,0.53080744
19010,0.8580298
99168,0.50169915
28891,0.6900518
128984,0.6106399
159476,0.970639
1956,0.9715815
67995,0.31737864
106830,0.92357403
115549,0.92973876
8896,0.94964945
64217,0.90434456
25951,0.9774974
93683,0.1271316
135364,0.22330712
124163,0.97822213
36760,0.9871682
64072,0.9236963
84874,0.63186026
92504,0.21211447
36756,0.9911808
68076,0.9929477
124044,0.123687916
69959,0.92454517
135464,0.110696174
103205,0.74442714
13522,0.85350853
104431,0.89889747
64110,0.87392336
82331,0.21256259
155569,0.32706603
89898,0.9838234
148475,0.9146955
36653,0.9701271
18798,0.6602225
2086,0.9275114
97893,0.57220244
36779,0.67249703
124158,0.8750051
74335,0.7573075
120123,0.022899888
36544,0.021605916
53000,0.56916314
6944,0.96807647
157695,0.24770953
91892,0.56412995
135400,0.9812881
120109,0.7090342
8961,0.19746853
74162,0.97096574
138761,0.8793103
119932,0.4608164
59535,0.5244284
36802,0.98522675
124128,0.5364159
18865,0.8856898
130985,0.5546844
109547,0.56755
153956,0.98032504
19039,0.8695624
155492,0.45804816
25480,0.38684037
120509,0.6835544
50353,0.21699585
129120,0.50751555
135991,0.5293191
14090,0.9869485
145884,0.98517793
64302,0.9744273
142875,0.89135903
130669,0.23794729
141638,0.4609519
161138,0.7360825
82474,0.4083516
100274,0.97944635
42300,0.9216246
146309,0.8597755
18022,0.80156183
145886,0.7341196
60118,0.19945881
60223,0.8171442
83347,0.9650107
109215,0.9476993
123442,0.008705601
8713,0.90090364
129142,0.06730178
28648,0.07533054
25458,0.1877077
29333,0.80431443
1580,0.9684201
97838,0.990844
130613,0.53456205
17846,0.065220006
78524,0.976624
49741,0.20117676
74775,0.8956593
120566,0.09691218
120562,0.25455827
60269,0.73699623
36229,0.23221526
64326,0.07105091
1703,0.4733061
26117,0.9975553
19131,0.9424091
37306,0.21810968
124290,0.97047716
100359,0.82595927
8836,0.17342402
37280,0.4308286
129051,0.73270077
52706,0.98642856
98401,0.9240223
156503,0.004844364
29220,0.72625446
43303,0.6187123
68213,0.21731053
69817,0.858322
148428,0.5961142
25990,0.86488533
142952,0.2004102
155586,0.4328324
106816,0.98689365
49829,0.683583
6780,0.045214448
67965,0.14727949
97325,0.94147205
96553,0.48613334
60074,0.77340823
14005,0.6230113
138427,0.06728961
119794,0.99509096
135905,0.76422864
138833,0.45872304
18116,0.99869305
74636,0.7085638
